REGION,DEPARTEMENT,COMMUNE,Lieu de vote,Bureau,Electeurs,Implantation
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,3,532,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,4,532,CLASSE CM2
TAMBACOUNDA,BAKEL,BALLOU,HAMADJI,1,335,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,1,435,CLASSE CI
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,2,435,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,3,434,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,SEBOU,1,355,CLASSE CE1
TAMBACOUNDA,BAKEL,BALLOU,YAFERA,1,470,CLASSE CE1
TAMBACOUNDA,BAKEL,BALLOU,YAFERA,2,468,CLASSE CM1
TAMBACOUNDA,BAKEL,BELE,ARIGABO,1,286,CLASSE
TAMBACOUNDA,BAKEL,BELE,ARI HARA,1,216,CLASSE
TAMBACOUNDA,BAKEL,BELE,BELE,1,520,CLASSE
TAMBACOUNDA,BAKEL,BELE,BELE,2,244,CLASSE
TAMBACOUNDA,BAKEL,BELE,DAHARATOU,1,498,CLASSE
TAMBACOUNDA,BAKEL,BELE,DAHARATOU,2,498,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,BELE,DIALIGUEL,1,365,CLASSE
TAMBACOUNDA,BAKEL,BELE,DIYABOUGOU MOSSI,1,97,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,FETE GOLOMBI,1,83,CLASSE
TAMBACOUNDA,BAKEL,BELE,GAMBIDIAOUBE,1,87,ABRI PPROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GOUREL BOULI,1,156,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GOUREL MAMADOU BARA,1,141,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GUIROBE,1,133,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GUITTA,1,305,CLASSE
TAMBACOUNDA,BAKEL,BELE,NAYE,1,514,CLASSE
TAMBACOUNDA,BAKEL,BELE,OUBAVOL,1,473,CLASSE
TAMBACOUNDA,BAKEL,BELE,OURO HIMADOU,1,542,CLASSE
TAMBACOUNDA,BAKEL,BELE,OURO SOULEY,1,181,CLASSE
TAMBACOUNDA,BAKEL,BELE,SELING,1,277,CLASSE
TAMBACOUNDA,BAKEL,BELE,SENO ISSAGA,1,134,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENOUDEBOU,1,403,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENOUDEBOU,2,407,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENO YOUPE,1,211,CLASSE
TAMBACOUNDA,BAKEL,BELE,SINTHIOU DIALIGUEL,1,474,CLASSE
TAMBACOUNDA,BAKEL,BELE,SINTHIOU SEYDOU NDOULA,1,135,CLASSE
TAMBACOUNDA,BAKEL,BELE,WALIDIALA,1,230,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,1,568,ECOLE 3 DE DIAWARA CLASSE CP
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,2,568,ECOLE 3 DE DIAWARA CLASSE CE1
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,3,568,ECOLE 3 DE DIAWARA CLASSE CE2
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,4,567,ECOLE 3 DE DIAWARA CLASSE CM1
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,5,569,ECOLE 3 DE DIAWARA CLASSE CM2
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,1,565,SALLE CLASSE CPA
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,2,561,SALLE CLASSE CM1B
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,3,558,SALLE CLASSE CE1B
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,4,206,CLASSE CM1
TAMBACOUNDA,BAKEL,GABOU,ALAHINA BAMBARA,1,247,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,BEMA,1,386,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,BORDE DIAWARA,1,188,CLASSE CE2
TAMBACOUNDA,BAKEL,GABOU,DIABAL,1,427,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,GABOU,1,570,CLASSE CE 1
TAMBACOUNDA,BAKEL,GABOU,GABOU,2,578,CM1A
TAMBACOUNDA,BAKEL,GABOU,GABOU,3,565,CLASSE
TAMBACOUNDA,BAKEL,GABOU,GABOU,4,180,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,GOUNIA,1,466,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,GOUREL MANDIOU,1,343,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,GUETHIE,1,191,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,KADIEL SAMBOUBOU,1,386,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,KAHE,1,396,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,MARSA,1,478,CLASSE CM1
TAMBACOUNDA,BAKEL,GABOU,MARSA,2,478,CLASSE
TAMBACOUNDA,BAKEL,GABOU,MAYEL FILI,1,93,ECOLE CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,MISSIRA SAMBA YIDE,1,205,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,MISSIRA SAMBA YIDE,2,205,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,OLOLDOU,1,155,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SAMBA KONTAYE,1,165,CLASSE CE 2
TAMBACOUNDA,BAKEL,GABOU,SAMBA NIAME,1,358,ECOLE CLASSE CM 2
TAMBACOUNDA,BAKEL,GABOU,SARE FADOUBE,1,224,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,SINTHIOU MADINA,1,363,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SINTHIOU SEYDOU DORO,1,273,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SIRA DOUNDOU,1,159,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,SIRA MAMADOU BOCAR,1,344,CLASSE CE1
TAMBACOUNDA,BAKEL,GATHIARI,BOUNDOU DIOYE,1,161,CLASSE CE2
TAMBACOUNDA,BAKEL,GATHIARI,GATHIARI,1,544,CLASSE CM1
TAMBACOUNDA,BAKEL,GATHIARI,SABOUCIRE GATHIARI,1,114,CLASSE CM1
TAMBACOUNDA,BAKEL,GATHIARI,SANOUKHOLE,1,83,CLASSE CE2
TAMBACOUNDA,BAKEL,GATHIARI,TAME,1,239,CLASSE CE1
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE ALAHINA BOCAR,1,391,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE DIBOLY,1,567,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,1,469,CLASSE CI A
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,2,284,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE SINTHIOU DIOYE,1,515,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,1,588,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,2,588,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,3,587,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,4,587,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,5,586,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,6,588,CLASSE
TAMBACOUNDA,BAKEL,MADINA FOULBE,DIOMBALOU,1,165,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MADINA FOULBE,KENIEBA,1,186,CLASSE CM1
TAMBACOUNDA,BAKEL,MADINA FOULBE,LALI,1,196,CLASSE CMI
TAMBACOUNDA,BAKEL,MADINA FOULBE,MADINA FOULBE,1,245,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,BONDJI,1,388,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,DIAMWELY,1,335,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,1,415,SALLE 1
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,2,414,SALLE 3
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,3,415,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,MOUDERI,ELINGARA,1,299,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,ELINGARA,2,298,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,GALLADE,1,536,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,GANDE,1,557,CLASSE CE 2
TAMBACOUNDA,BAKEL,MOUDERI,MANAEL,1,377,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,MANAEL,2,376,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,MANTHIABOU,1,333,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,1,512,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,2,511,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,3,511,CLASSE CM2
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,4,512,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,MOUDERI,NAMANDERI,1,279,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,TOURIME,1,522,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,TOURIME,2,517,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,1,471,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,2,472,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,3,468,CLASSE CM2
TAMBACOUNDA,BAKEL,SADATOU,DIAMBOURDALA,1,248,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SADATOU,DIYABOUGOU,1,165,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,HEREMAKONO,1,105,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,LAMINIA,1,241,CLASSE CE2
TAMBACOUNDA,BAKEL,SADATOU,MANSAKODJI,1,205,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,MOUSSALA,1,136,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,1,477,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,2,471,CLASSE CM1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,3,318,CLASSE CE2
TAMBACOUNDA,BAKEL,SADATOU,SANDINGCOUNDA,1,123,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SADATOU,SENOCAREDJI,1,145,SENOCAREDJI ABRI
TAMBACOUNDA,BAKEL,SADATOU,SORETO,1,165,CLASSE CE1
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BABABE SENO DIARAL,1,136,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BANI PELLI,1,301,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BELLI DJIMBARA,1,190,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BOHE,1,84,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,FANIRA,1,105,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,FIDJIBIDJI,1,121,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,GOUNDIOUROU,1,141,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,KOUNDEL,1,136,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SAKHOCOUNDA,1,347,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SAMBA KOLO,1,364,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SEOUDJI,1,386,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SINTHIOU FISSA,1,432,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SINTHIOU SAMBA NDIARDE,1,217,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,TACOUTALA 1,1,224,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YARIMALE,1,215,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YOUPE HAMADI,1,283,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YOUPE PATHE,1,237,CLASSE
TAMBACOUNDA,BAKEL,TOUMBOURA,DIDE GASSAMA,1,188,CLASSE CE2
TAMBACOUNDA,BAKEL,TOUMBOURA,MADINA TRACOLE,1,244,CLASSE CM1
TAMBACOUNDA,BAKEL,TOUMBOURA,SANSANDING,1,504,CLASSE CM2
TAMBACOUNDA,BAKEL,TOUMBOURA,TOUMBOURA,1,452,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BALA,BALA,1,525,CLASSE CM2
TAMBACOUNDA,GOUDIRY,BALA,BALA,2,533,CLASSE CE1
TAMBACOUNDA,GOUDIRY,BALA,BALA,3,368,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,DIOULANGUEL,1,205,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,GAYE PARADJI,1,97,CLASSE CI
TAMBACOUNDA,GOUDIRY,BALA,KOUTHIAKASSE,1,559,CLASSE CI
TAMBACOUNDA,GOUDIRY,BALA,KOUTHIAKASSE,2,64,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,LOUNTHIE,1,113,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,MBANGOL,1,86,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,NDIOUM DEMBA GUILLE,1,167,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,NDOMBOTO,1,154,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,SINTHIOU BOCAR KOBOR,1,59,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,THIARA,1,308,CLASSE CE 2
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,BANI ISRAEL,1,559,CLASSE CM2 A
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,BANI ISRAEL,2,558,CLASSE CM2 B
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,BANTANANI,1,236,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,DAKADOUNGAL,1,66,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,DEMBA KOLY,1,60,CLASSE CE2
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,MADINA DIAKHA,1,327,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,TAMBALA,1,143,CLASSE CI
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BELIWANE DAKA,1,234,CLASSE CE1/CM1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BOUMBOUM CEBBE,1,150,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BOUMBOUM FOULBES,1,116,CLASSE CP/CE2
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BOUTOUCOUFARA,1,350,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,GALLO,1,176,CLASSE CP/CE1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,KAYAN,1,240,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,KINDIMERY,1,106,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,NGHO NGHOYA,1,169,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,SINTHIOU SALIF,1,98,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,THIMBIFARA,1,156,CLASSE CI/CE2
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,AINOUMADY,1,434,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,ALAGUE,1,162,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BAKANABE,1,273,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BANI TAPIRDE,1,77,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BODE,1,586,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BODE,2,27,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BOGAL,1,139,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BOYNGUEL BAMBA,1,580,CLASSE CM2
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,DINDOUDY DOKA,1,277,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,FETE NIEBE,1,438,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,GOUMBO,1,218,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,GUELODE,1,219,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,KANEHAMBE,1,131,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,KOUDY,1,340,CLASSE CM2
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,NANGANAME 2,1,188,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,OURO DAOUDA,1,172,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU BOCAR SAMBA,1,112,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU BOUBOU,1,194,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU DOUBE,1,76,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU FOULBES,1,126,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU MAMADOU CIRE,1,217,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,TALIBADJI OUOLOF,1,97,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,BELLY POURY,1,227,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,BOKHOLAKHO,1,102,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DALAFING,1,363,CLASSE CI
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DIANKE MAKHAN,1,508,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DIANKE MAKHAN,2,196,CLASSE CI
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,GOUTTA CEBBE,1,388,CLASSE CM1
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KAVOYE,1,61,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KOTHIE,1,315,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KOUFADOU,1,153,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,MEDINA CODIOLON,1,189,CLASSE CI/CM2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,OUMBARE,1,101,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,SAME SORY DICKO,1,187,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,SINTHIOU FODE,1,150,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DOUGUE,DIEYLANI,1,596,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DOUGUE,DOUGUE,1,452,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DOUGUE,DOUGUE,2,453,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DOUGUE,NDIARINDI,1,152,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,DOUGUE,SOUTOUTA,1,561,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DOUGUE,TALIBADJI TOUCOULEUR,1,436,CLASSE CM1
TAMBACOUNDA,GOUDIRY,DOUGUE,VOURO SYLLI,1,197,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,1,594,CLASSE CM2 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,2,583,CLASSE CM2 B
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,3,587,CLASSE CE2 B
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,4,590,CLASSE CM1 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,5,592,CLASSE CP1 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,6,67,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 2,1,535,CLASSE CM2 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 2,2,547,CLASSE CM2 B
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 2,3,339,CLASSE CE2 A
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,BAGADADJI,1,432,ECOLE CLASSE CP
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,BALA FOULBES,1,154,ECOLE CLASSE CP
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,GOUMBAYEL,1,545,ECOLE CLASSE CE2
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,GOUMBAYEL,2,159,CLASSE CM2
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,HAMDALLAYE 2,1,126,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,KAGNIBE,1,390,ECOLE CLASSE CE2
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,SABIKHASSE,1,189,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,SIMBANE MAMOUDOU,1,405,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,SINTHIOU PATHE,1,208,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOAR,DIALLOUBE,1,292,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOAR,DIYABOUGOU SAKHO,1,253,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOAR,INNALAH,1,223,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOAR,KOAR,1,400,CLASSE CP
TAMBACOUNDA,GOUDIRY,KOAR,KOAR,2,400,CLASSE CI
TAMBACOUNDA,GOUDIRY,KOAR,MADINA OUOLOF,1,142,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOAR,NAOUDE,1,145,CLASSE CE1
TAMBACOUNDA,GOUDIRY,KOAR,NOUMOUYEL,1,376,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOAR,SINTHIOU ABDOULAYE,1,118,CLASSE CP
TAMBACOUNDA,GOUDIRY,KOAR,SINTHIOU NGUIDIVOL,1,309,CLASSE 2
TAMBACOUNDA,GOUDIRY,KOAR,TABADING,1,544,CLASSE CM1
TAMBACOUNDA,GOUDIRY,KOAR,TIVAOUANE,1,73,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOMOTI,BOKHO,1,119,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOMOTI,DIANNA,1,317,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,KOMOTI,DIANNA,2,318,CLASSE CM2
TAMBACOUNDA,GOUDIRY,KOMOTI,DIOUGOL CEBBE,1,219,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOMOTI,GOUDE SEYNI,1,167,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOMOTI,KOMOTI,1,468,CLASSE CE1/CM2
TAMBACOUNDA,GOUDIRY,KOMOTI,KOMOTI,2,223,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,KOMOTI,SAME CEBBE,1,217,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,KOMOTI,SAROUDIA,1,142,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOMOTI,SINTHIOU AMADOU SALAM BINGUEL,1,293,CLASSE CE2/CM1
TAMBACOUNDA,GOUDIRY,KOMOTI,TABOTO,1,151,CLASSE CE1/CM2
TAMBACOUNDA,GOUDIRY,KOTHIARY,ECOLE 1,1,543,CLASSE CM1 B
TAMBACOUNDA,GOUDIRY,KOTHIARY,ECOLE 1,2,544,CLASSE CE 2 B
TAMBACOUNDA,GOUDIRY,KOTHIARY,ECOLE 1,3,542,CLASSE CI A
TAMBACOUNDA,GOUDIRY,KOTHIARY,ECOLE 1,4,460,CLASSE CI B
TAMBACOUNDA,GOUDIRY,KOTHIARY,ECOLE ELEMENTAIRE HAMDALLAYE MOUSSA,1,138,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOULOR,DAMAMBA,1,363,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOULOR,DIARRE MABOUBE 2,1,261,ECOLE CLASSE CE1
TAMBACOUNDA,GOUDIRY,KOULOR,GAYE PARADJI 1,1,75,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOULOR,KOULOR,1,569,ECOLE CLASSE CM2
TAMBACOUNDA,GOUDIRY,KOULOR,KOULOR,2,568,ECOLE CLASSE 4
TAMBACOUNDA,GOUDIRY,KOULOR,KOULOR,3,71,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOULOR,MADINA TOUAT,1,256,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOULOR,RABIA,1,260,ECOLE CLASSE CP
TAMBACOUNDA,GOUDIRY,KOULOR,SARE THIERNO,1,139,ECOLE CLASSE CE1
TAMBACOUNDA,GOUDIRY,KOULOR,SINTHIOU BOUGOUTH DIOUF,1,528,ECOLE CLASSE CP
TAMBACOUNDA,GOUDIRY,KOULOR,SINTHIOU DIAOBE 2,1,355,ECOLE CLASSE CE1
TAMBACOUNDA,GOUDIRY,KOULOR,SINTHIOU HAMATH ALI,1,106,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOULOR,TATTA,1,123,ABRI PROVISOIRE
