REGION,DEPARTEMENT,COMMUNE,Lieu du vote,Bureau,Electeurs,Implantation
THIES,TIVAOUANE,TAIBA NDIAYE,KEUR MADIAGNE,1,363,SALLE DE CLASSE
THIES,TIVAOUANE,TAIBA NDIAYE,KEUR MADIAGNE,2,363,SALLE DE CLASSE
THIES,TIVAOUANE,TAIBA NDIAYE,KEUR MAGUEYE,1,374,ABRI PROVISOIRE
THIES,TIVAOUANE,TAIBA NDIAYE,KHELCOM,1,508,ECOLE ARABE
THIES,TIVAOUANE,TAIBA NDIAYE,KHELCOM,2,127,ECOLE ELEMENTAIRE SALLE 2
THIES,TIVAOUANE,TAIBA NDIAYE,MAKA GUEYE BEYE,1,201,ABRI PROVISOIRE
THIES,TIVAOUANE,TAIBA NDIAYE,MBAYENE 3,1,523,SALLE DE CLASSE 1
THIES,TIVAOUANE,TAIBA NDIAYE,MBAYENE 3,2,523,SALLE DE CLASSE 2
THIES,TIVAOUANE,TAIBA NDIAYE,MBAYENE 3,3,370,ECOLE MBAYENE 3 CE2
THIES,TIVAOUANE,TAIBA NDIAYE,MINAME,1,563,SALLE DE CLASSE 1
THIES,TIVAOUANE,TAIBA NDIAYE,MINAME,2,561,SALLE DE CLASSE 2
THIES,TIVAOUANE,TAIBA NDIAYE,NDOMOR,1,542,SALLE DE CLASSE 1
THIES,TIVAOUANE,TAIBA NDIAYE,NDOMOR,2,541,SALLE DE CLASSE 2
THIES,TIVAOUANE,TAIBA NDIAYE,NGOMENE,1,308,ABRI PROVISOIRE
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA MBAYE,1,570,SALLE DE CLASSE 1
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA MBAYE,2,571,SALLE DE CLASSE 2
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA MBAYE,3,571,SALLE DE CLASSE 3
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA NDIAYE,1,534,SALLE DE CLASSE 1
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA NDIAYE,2,537,SALLE DE CLASSE 2
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA NDIAYE,3,543,SALLE DE CLASSE 3
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA NDIAYE,4,550,SALLE DE CLASSE 4
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA NDIAYE,5,544,SALLE DE CLASSE 5
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA NDIAYE,6,475,SALLE DE CLASSE CE1A
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA NDIAYE,7,325,ECOLE ELEMENTAIRE SALLE 7
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA SANTHIE,1,593,SALLE DE CLASSE
THIES,TIVAOUANE,TAIBA NDIAYE,TAIBA SANTHIE,2,51,ECOLE ELEMENTAIRE SALLE 2
THIES,TIVAOUANE,TAIBA NDIAYE,THIALLE,1,585,SALLE DE CLASSE
THIES,TIVAOUANE,TAIBA NDIAYE,THIALLE,2,84,ECOLE ELEMENTAIRE SALLE 2
THIES,TIVAOUANE,THILMAKHA,AFFIA,1,153,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,AINOUMANE,1,287,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,DIGNE,1,342,SALLE CLASSE
THIES,TIVAOUANE,THILMAKHA,KEUR MADIAMA,1,597,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,KEUR MANDOUMBE,1,228,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,KEUR MANDOUMBE,2,227,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,KEUR MANIAO,1,517,SALLE CLASSE
THIES,TIVAOUANE,THILMAKHA,LONGHOR,1,181,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,NDIALBA 1,1,329,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,NDIAYENE WADIA,1,298,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,NDONGO,1,297,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,NDONGO,2,297,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,NDONGO,3,296,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,NDOUCOUMANE NDIAYE,1,468,SALLE CLASSE
THIES,TIVAOUANE,THILMAKHA,NGUEBEUL,1,199,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,THILMAKHA,1,520,SALLE CLASSE 1
THIES,TIVAOUANE,THILMAKHA,THILMAKHA,2,520,SALLE CLASSE 2
THIES,TIVAOUANE,THILMAKHA,THILMAKHA,3,519,SALLE CLASSE 3
THIES,TIVAOUANE,THILMAKHA,YEO,1,232,ABRI PROVISOIRE
THIES,TIVAOUANE,THILMAKHA,YOLMA,1,183,ABRI PROVISOIRE
THIES,TIVAOUANE,TIVAOUANE,BAITY BALLA DIA,1,153,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,C.D.E.P.S,1,581,ECOLE 1 SALLE DE CLASSE (EX CDEPS)
THIES,TIVAOUANE,TIVAOUANE,C.D.E.P.S,2,171,ECOLE 1 SALLE DE CLASSE (EX CDEPS)
THIES,TIVAOUANE,TIVAOUANE,ECOLE 10,1,453,CLASSE CI B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 10,2,452,CLASSE CE1 B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 10,3,452,CLASSE CE1 A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 3,1,487,CLASSE CE2B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 3,2,488,CLASSE CIA
THIES,TIVAOUANE,TIVAOUANE,ECOLE 3,3,486,CLASSE CM2A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 3,4,426,CLASSE CM2 B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 3,5,425,CLASSE CM1 B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,1,587,CLASSE CM2 A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,2,590,CLASSE CM2B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,3,595,CLASSE CIA
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,4,588,CE2B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,5,593,CLASSE CE1A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,6,591,CLASSE CP
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,7,575,ECOLE 11 SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,8,587,ECOLE 11 SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,9,582,ECOLE 11 SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,10,580,ECOLE 11 SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE 4,11,256,CLASSE CP B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,1,395,CLASSE CM2A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,2,404,CLASSE CE2A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,3,403,CLASSE CE1B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,4,403,CLASSE CIA
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,5,354,CLASSE CPA
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,6,348,CLASSE CM1 A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,7,356,CLASSE CE2 B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 6,8,184,CLASSE CE1 A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,1,589,CLASSE CM1A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,2,589,CLASSE CP
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,3,589,CLASSE CM1B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,4,591,CLASSE CIA
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,5,589,ECOLE 13 SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,6,589,ECOLE 13 SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,7,590,ECOLE 13 SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE 7,8,589,CLASSE CPA
THIES,TIVAOUANE,TIVAOUANE,ECOLE 8,1,586,CLASSE CE1B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 8,2,587,CLASSE CM2A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 8,3,585,CLASSE CM1 A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 8,4,132,CLASSE CM1 B
THIES,TIVAOUANE,TIVAOUANE,ECOLE 9,1,446,CLASSE CM2 A
THIES,TIVAOUANE,TIVAOUANE,ECOLE 9,2,446,CLASSE CP A
THIES,TIVAOUANE,TIVAOUANE,ECOLE ABDOUL AZIZ DABAKH,1,569,SALLE 7
THIES,TIVAOUANE,TIVAOUANE,ECOLE ABDOUL AZIZ DABAKH,2,569,SALLE 3
THIES,TIVAOUANE,TIVAOUANE,ECOLE ABDOUL AZIZ DABAKH,3,569,SALLE 5
THIES,TIVAOUANE,TIVAOUANE,ECOLE ABDOUL AZIZ DABAKH,4,569,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE ABDOUL AZIZ DABAKH,5,570,SALLE 4
THIES,TIVAOUANE,TIVAOUANE,ECOLE ANNEXE,1,167,SALLE 2
THIES,TIVAOUANE,TIVAOUANE,ECOLE ANNEXE,2,166,SALLE 4
THIES,TIVAOUANE,TIVAOUANE,ECOLE FILLES,1,598,CLASSE CM1
THIES,TIVAOUANE,TIVAOUANE,ECOLE FILLES,2,598,CLASSE CE1
THIES,TIVAOUANE,TIVAOUANE,ECOLE FILLES,3,598,CLASSE CP
THIES,TIVAOUANE,TIVAOUANE,ECOLE FILLES,4,597,CLASSE CI
THIES,TIVAOUANE,TIVAOUANE,ECOLE MADIAMA DIOP,1,527,CLASSE CM2A
THIES,TIVAOUANE,TIVAOUANE,ECOLE MADIAMA DIOP,2,534,CLASSE CM1A
THIES,TIVAOUANE,TIVAOUANE,ECOLE MADIAMA DIOP,3,534,CLASSE CE1A
THIES,TIVAOUANE,TIVAOUANE,ECOLE MADIAMA DIOP,4,527,CLASSE CPA
THIES,TIVAOUANE,TIVAOUANE,ECOLE MADIAMA DIOP,5,525,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,ECOLE MADIAMA DIOP,6,504,CLASSE CM2 B
THIES,TIVAOUANE,TIVAOUANE,ECOLE MADIAMA DIOP,7,505,CLASSE CE2 A
THIES,TIVAOUANE,TIVAOUANE,KEUR BABA ALIMA,1,579,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,KEUR BABA ALIMA,2,313,CLASSE CP
THIES,TIVAOUANE,TIVAOUANE,KEUR BACAR,1,596,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,KEUR BACAR,2,256,CLASSE CM1
THIES,TIVAOUANE,TIVAOUANE,KEUR BIRIMA DIOR,1,229,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,KEUR NDIOBO,1,496,ECOLE SALLE DE CLASSE 1
THIES,TIVAOUANE,TIVAOUANE,KEUR NDIOBO,2,496,ECOLE SALLE DE CLASSE 2
THIES,TIVAOUANE,TIVAOUANE,KEUR SALLA DEURGUENE,1,363,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,KEUR SALLA MBATTA,1,238,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,MAIRIE,1,587,ECOLE MANSOUR SY SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,MAIRIE,2,587,ECOLE MANSOUR SY SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,MAIRIE,3,503,ECOLE MANSOUR SY SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,MBODJENE,1,532,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,SANTHIOU PIRE,1,590,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,SANTHIOU PIRE,2,55,CLASSE CI
THIES,TIVAOUANE,TIVAOUANE,SELCO,1,418,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,SERVICE EAUX ET FORETS,1,595,BUREAU
THIES,TIVAOUANE,TIVAOUANE,SERVICE EAUX ET FORETS,2,597,ABRI 2
THIES,TIVAOUANE,TIVAOUANE,SINOU KHALY,1,562,ECOLE SALLE DE CLASSE
THIES,TIVAOUANE,TIVAOUANE,SINOU KHALY,2,155,CLASSE CP
THIES,TIVAOUANE,TIVAOUANE,U.P.I.S.,1,562,SALLE DE SPECTACLE
THIES,TIVAOUANE,TIVAOUANE,U.P.I.S.,2,568,BIBLIOTHEQUE
THIES,TIVAOUANE,TIVAOUANE,U.P.I.S.,3,368,GRANDE SALLE 1ER ETAGE
ZIGUINCHOR,BIGNONA,BALINGORE,BAGAYA,1,478,CLASSE CE2
ZIGUINCHOR,BIGNONA,BALINGORE,ECOLE BALEVE,1,484,CLASSE CM1
ZIGUINCHOR,BIGNONA,BALINGORE,ECOLE DE DJIROKIR,1,226,CLASSE CP2
ZIGUINCHOR,BIGNONA,BALINGORE,ECOLE DE DJIROKIR,2,225,CLASSE CM2
ZIGUINCHOR,BIGNONA,BALINGORE,ECOLE ETEKOM,1,232,CLASSE CI
ZIGUINCHOR,BIGNONA,BALINGORE,FOYER DES JEUNES,1,331,SALLE DE SPECTACLE
ZIGUINCHOR,BIGNONA,BALINGORE,MANDEGANE,1,373,SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BALINGORE,MANDEGANE,2,373,CLASSE DE CM2
ZIGUINCHOR,BIGNONA,BALINGORE,MANDEGANE,3,373,CLASSE CM 1
ZIGUINCHOR,BIGNONA,BIGNONA,BANDIONKOTO,1,552,CLASSE CM1 A
ZIGUINCHOR,BIGNONA,BIGNONA,BANDIONKOTO,2,552,CLASSE CE2 A
ZIGUINCHOR,BIGNONA,BIGNONA,BANDIONKOTO,3,564,CLASSE CM1 B
ZIGUINCHOR,BIGNONA,BIGNONA,BANDIONKOTO,4,553,BAT5 SALLE CIB
ZIGUINCHOR,BIGNONA,BIGNONA,BANDIONKOTO,5,553,BAT1 SALLE CPB
ZIGUINCHOR,BIGNONA,BIGNONA,BANDIONKOTO,6,552,BATIMENT 4 SALLE CM2 A
ZIGUINCHOR,BIGNONA,BIGNONA,BASSENE,1,421,CLASSE CM1 A
ZIGUINCHOR,BIGNONA,BIGNONA,BASSENE,2,419,CLASSE CM2 A
ZIGUINCHOR,BIGNONA,BIGNONA,BASSENE,3,420,CLASSE CM2 B
ZIGUINCHOR,BIGNONA,BIGNONA,BASSENE,4,420,CLASSE CI A
ZIGUINCHOR,BIGNONA,BIGNONA,BASSENE,5,420,CLASSE CP B
ZIGUINCHOR,BIGNONA,BIGNONA,BASSENE,6,420,CLASSE CE2 A
ZIGUINCHOR,BIGNONA,BIGNONA,BASSENE,7,420,CLASSE CE1 A
ZIGUINCHOR,BIGNONA,BIGNONA,CHATEAU D'EAU,1,555,BATIMENT N SALLA NO
ZIGUINCHOR,BIGNONA,BIGNONA,CHATEAU D'EAU,2,563,BATIMENT C SALLE C1
ZIGUINCHOR,BIGNONA,BIGNONA,CHATEAU D'EAU,3,565,BATIMENT E SALLE 01
ZIGUINCHOR,BIGNONA,BIGNONA,CHATEAU D'EAU,4,573,BATIMENT F SALLE 01
ZIGUINCHOR,BIGNONA,BIGNONA,CHATEAU D'EAU,5,563,SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,CHATEAU D'EAU,6,468,BATIMENT G SALLE 2
ZIGUINCHOR,BIGNONA,BIGNONA,KADIAMORE,1,575,CEM LA SORBONE SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,KADIAMORE,2,570,CEM LA SORBONE SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,KADIAMORE,3,572,CEM LA SORBONE SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,KADIAMORE,4,571,CEM LA SORBONE SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,KADIAMORE,5,571,CEM LA SORBONE SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MANGUILINE,1,389,ECOLE KOULAYE SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MANGUILINE,2,389,ECOLE KOULAYE SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MANGUILINE,3,389,ECOLE KOULAYE SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MANGUILINE,4,388,ECOLE KOULAYE SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MANGUILINE,5,388,ECOLE KOULAYE SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MANGUILINE,6,388,ECOLE KOULAYE SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MANGUILINE,7,388,ECOLE KOULAYE SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,1,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,2,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,3,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,4,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,5,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,6,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,7,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,8,578,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,9,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,10,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,11,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,12,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,13,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,14,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,BIGNONA,MEDINA PLATEAU,15,577,CEM ARFAND B. SONKO SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,COUBALAN,BOURECK,1,283,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,COUBALAN,BOURECK,2,282,ECOLE ELEMENTAIRE CLASSE CE 2
ZIGUINCHOR,BIGNONA,COUBALAN,C. E. M. DE COUBANAO,1,489,SALLE 8 BATIMENT A
ZIGUINCHOR,BIGNONA,COUBALAN,C. E. M. DE COUBANAO,2,490,SALLE 10 BATIMENT C
ZIGUINCHOR,BIGNONA,COUBALAN,C. E. M. DE COUBANAO,3,489,13 BATIMENT D
ZIGUINCHOR,BIGNONA,COUBALAN,DJIGUINOUM,1,510,ECOLE ELEMENTAIRE CLASSE CE 1
ZIGUINCHOR,BIGNONA,COUBALAN,DJILACOUNE,1,421,ECOELE ELEMENTAIRE CLASSE CE 2
ZIGUINCHOR,BIGNONA,COUBALAN,ECOLE ELEMENTAIRE DE BOULINDIENG,1,230,CLASSE CM 1
ZIGUINCHOR,BIGNONA,COUBALAN,ECOLE ELEMENTAIRE DE HATHIOUNE,1,404,CLASSE CE 2
ZIGUINCHOR,BIGNONA,COUBALAN,ECOLE PRESCOLAIRE DE COUBALAN,1,520,CLASSE GS
ZIGUINCHOR,BIGNONA,COUBALAN,ECOLE PRESCOLAIRE DE COUBALAN,2,517,CLASSE MS
ZIGUINCHOR,BIGNONA,COUBALAN,ECOLE PRESCOLAIRE DE COUBALAN,3,154,ECOLE ELEMENTAIRE COUBALAN CM2
ZIGUINCHOR,BIGNONA,COUBALAN,FINTHIOCK,1,389,ECOLE ELEMENTAIRE CLASSE CE 1
ZIGUINCHOR,BIGNONA,COUBALAN,FINTHIOCK,2,390,SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,COUBALAN,NIANDANE,1,383,ECOLE ELEMENTAIRE CLASSE CE 2
ZIGUINCHOR,BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 1,1,338,CLASSE DE CP2
ZIGUINCHOR,BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 1,2,338,CLASSE DE CE1
ZIGUINCHOR,BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 1,3,337,CLASSE CE2 A
ZIGUINCHOR,BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 2,1,361,CLASSE DE CM1
ZIGUINCHOR,BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 2,2,362,CLASSE DE CM2
ZIGUINCHOR,BIGNONA,DIEGOUNE,DJIMANDE,1,513,CLASSE CE1
ZIGUINCHOR,BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,1,338,CLASSE DE CM1
ZIGUINCHOR,BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,2,338,CLASSE DE CM2
ZIGUINCHOR,BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,3,338,CLASSE CE1
ZIGUINCHOR,BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,4,339,CLASSE CE 2
ZIGUINCHOR,BIGNONA,DIEGOUNE,KAGNOBON ECOLE 2,1,517,CLASSE DE CE2
ZIGUINCHOR,BIGNONA,DIEGOUNE,KAGNOBON ECOLE KADJIGUENE,1,349,CLASSE CI
ZIGUINCHOR,BIGNONA,DIEGOUNE,KAGNOBON ECOLE KADJIGUENE,2,348,CLASSE CP
ZIGUINCHOR,BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 1,1,582,CLASSE CM2 B
ZIGUINCHOR,BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 1,2,574,CLASSE CE 2
ZIGUINCHOR,BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 1,3,212,CLASSE CM1 B
ZIGUINCHOR,BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 2,1,519,CLASSE CM 2
ZIGUINCHOR,BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 2,2,527,CLASSE CI
ZIGUINCHOR,BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 2,3,216,CLASSE CE2
ZIGUINCHOR,BIGNONA,DIOULOULOU,MISSIRA,1,356,CLASSE CI
ZIGUINCHOR,BIGNONA,DIOULOULOU,SANTHIBA ECOLE ELEMENTAIRE,1,577,CLASSE CP
ZIGUINCHOR,BIGNONA,DJIBIDIONE,BALLA BASSENE,1,342,SALLE 1 ECOLE BALLA BASSENE
ZIGUINCHOR,BIGNONA,DJIBIDIONE,BOULAYOTTE,1,106,ECOLE BOULAYOTE SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,DJIBIDIONE,BOULINGHOYE,1,321,SALLE 1 ECOLE BOULINGHOYE
ZIGUINCHOR,BIGNONA,DJIBIDIONE,BRINDIAGO,1,420,SALLE 1 ECOLE BRINDIAGO
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DIABOUDIOR FRONTIERE,1,168,SALLE 1 ECOLE DIABOUDIOR FRONT
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DIACOYE COMBOLI,1,240,SALLE 1 ECOLE DIACOYE COMBOLY
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DIOCADOU,1,100,SALLE 1 ECOLE DIOCADOU
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DIONDJI,1,274,SALLE 1 ECOLE DJOND
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DJIBIDIONE,1,445,ECOLE ELEMENTAIRE SALLE 1
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DJIBIDIONE,2,180,ECOLE ELEMENTAIRE SALLE 2
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DJIGOUDIERE,1,13,DJIBIDIONE BV2
ZIGUINCHOR,BIGNONA,DJIBIDIONE,DJIRAL,1,365,SALLE 1 ECOLE
ZIGUINCHOR,BIGNONA,DJIBIDIONE,KABOUNGOUTE,1,310,SALLE 1 ECOLE
ZIGUINCHOR,BIGNONA,DJIBIDIONE,MASSARA,1,298,SALLE 1 ECOLE
ZIGUINCHOR,BIGNONA,DJINAKI,BADIANA,1,408,CLASSE CI
ZIGUINCHOR,BIGNONA,DJINAKI,BADIANA,2,408,CLASSE CM 2
ZIGUINCHOR,BIGNONA,DJINAKI,BALINE,1,242,CLASSE CM 2
ZIGUINCHOR,BIGNONA,DJINAKI,BARANLIRE,1,292,BELAYE ZONE DES PALMIERS
ZIGUINCHOR,BIGNONA,DJINAKI,BELAYE,1,455,CLASSE CI
ZIGUINCHOR,BIGNONA,DJINAKI,DJINAKI,1,514,CLASSE C I
ZIGUINCHOR,BIGNONA,DJINAKI,DJINAKI,2,514,CLASSE CM 2
ZIGUINCHOR,BIGNONA,DJINAKI,DJIOUNOUNDIE,1,140,EBINAKO
ZIGUINCHOR,BIGNONA,DJINAKI,EBINAKO,1,501,CLASSE CI
ZIGUINCHOR,BIGNONA,DJINAKI,EBINAKO,2,501,SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,DJINAKI,EBINKINE,1,305,CLASSE C I
ZIGUINCHOR,BIGNONA,DJINAKI,EBINKINE,2,305,CLASSE CM 2
ZIGUINCHOR,BIGNONA,DJINAKI,ECOLE DE BITIBITI,1,222,ECOLE EBINAKO
ZIGUINCHOR,BIGNONA,DJINAKI,KABILINE,1,394,CLASSE C I
ZIGUINCHOR,BIGNONA,DJINAKI,KABILINE,2,395,CLASSE C E 1
ZIGUINCHOR,BIGNONA,DJINAKI,KABILINE,3,395,CLASSE CM 2
ZIGUINCHOR,BIGNONA,DJINAKI,KABILINE MAMBOURO OU KAB. 2,1,459,CLASSE C I
ZIGUINCHOR,BIGNONA,DJINAKI,KARONGUE,1,375,CLASSE CM 2
ZIGUINCHOR,BIGNONA,DJINAKI,MAHAMOUDA CHERIF,1,449,CLASSE CI
ZIGUINCHOR,BIGNONA,DJINAKI,TANDINE,1,357,BADIANA
ZIGUINCHOR,BIGNONA,DJINAKI,WANGARANG,1,293,DJINAKI
ZIGUINCHOR,BIGNONA,KAFOUNTINE,ABENE,1,530,CLASSE CM 2
ZIGUINCHOR,BIGNONA,KAFOUNTINE,ABENE,2,530,CLASSE CI
ZIGUINCHOR,BIGNONA,KAFOUNTINE,ABENE,3,529,CLASSE CE 1
ZIGUINCHOR,BIGNONA,KAFOUNTINE,ALBADAR,1,412,CLASSE CI
ZIGUINCHOR,BIGNONA,KAFOUNTINE,ALBADAR,2,412,CLASSE CM 2
